Customer_ID,Customer_Name,Segment,City,State,Country,Postal_Code,Region
SE-20110,Sanjit Engle,Consumer,Stuttgart,Baden-Württemberg,Germany,,Central
JB-16045,Julia Barnett,Home Office,Santiago,Santiago,Chile,,South
JM-5580,Jill Matthias,Consumer,Nairobi,Nairobi,Kenya,,Africa
JO-15280,Jas O'Carroll,Consumer,Hyderabad,Telangana,India,,Central Asia
LP-17095,Liz Preis,Consumer,Aurora,Illinois,United States,60505,Central
EJ-14155,Eva Jacobs,Consumer,Bayamo,Granma,Cuba,,Caribbean
VW-21775,Victoria Wilson,Corporate,San Francisco,California,United States,94122,West
GM-14455,Gary Mitchum,Home Office,Kabul,Kabul,Afghanistan,,Central Asia
BF-1080,Bart Folk,Consumer,Edmonton,Alberta,Canada,,Canada
SM-20905,Susan MacKendrick,Consumer,Lismore,New South Wales,Australia,,Oceania
BO-1425,Bobby Odegard,Consumer,Sikasso,Sikasso,Mali,,Africa
AW-10930,Arthur Wiediger,Home Office,Nottingham,England,United Kingdom,,North
JP-15460,Jennifer Patt,Corporate,Medan,Sumatera Utara,Indonesia,,Southeast Asia
AS-10240,Alan Shonely,Consumer,Whyalla,South Australia,Australia,,Oceania
TB-11625,Trudy Brown,Consumer,Bagcilar,Istanbul,Turkey,,EMEA
JP-5520,Jeremy Pistek,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa
BD-11770,Bryan Davis,Consumer,Bressuire,Poitou-Charentes,France,,Central
BD-11635,Brian Derr,Consumer,Perth,Western Australia,Australia,,Oceania
CC-2370,Christopher Conant,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA
PO-8850,Patrick O'Brill,Consumer,Pretoria,Gauteng,South Africa,,Africa
TZ-21445,Tom Zandusky,Corporate,Luoyang,Guangdong,China,,North Asia
RB-19435,Richard Bierner,Consumer,Depok,Yogyakarta,Indonesia,,Southeast Asia
JE-15475,Jeremy Ellison,Consumer,Kawagoe,Saitama,Japan,,North Asia
AI-10855,Arianne Irving,Consumer,Sydney,New South Wales,Australia,,Oceania
MH-17440,Mark Haberlin,Corporate,Qingdao,Shandong,China,,North Asia
JE-6165,Justin Ellison,Corporate,Misratah,Misratah,Libya,,Africa
DS-13180,David Smith,Corporate,Managua,Managua,Nicaragua,,Central
AC-10660,Anna Chung,Consumer,Can Tho,T?nh C?n Th?,Vietnam,,Southeast Asia
MH-17455,Mark Hamilton,Consumer,Greenwood,Indiana,United States,46142,Central
CC-12430,Chuck Clark,Home Office,Morelia,Michoacán,Mexico,,North
NG-18355,Nat Gilpin,Corporate,Santiago de Cuba,Santiago de Cuba,Cuba,,Caribbean
RC-19825,Roy Collins,Consumer,Woking,England,United Kingdom,,North
JD-16015,Joy Daniels,Consumer,Mixco,Guatemala,Guatemala,,Central
JH-5910,Jonathan Howell,Consumer,Johannesburg,Gauteng,South Africa,,Africa
SC-10695,Steve Chapman,Corporate,Port Elizabeth,Eastern Cape,South Africa,,Africa
RD-9930,Russell D'Ascenzo,Consumer,Mashhad,Razavi Khorasan,Iran,,EMEA
LC-6930,Linda Cazamias,Corporate,Torbali,Izmir,Turkey,,EMEA
DW-13195,David Wiener,Corporate,Bhiwandi,Maharashtra,India,,Central Asia
RD-19900,Ruben Dartt,Consumer,Kaifeng,Henan,China,,North Asia
MV-18190,Mike Vittorini,Consumer,Raleigh,North Carolina,United States,27604,South
RD-19480,Rick Duston,Consumer,Sydney,New South Wales,Australia,,Oceania
SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035,East
LS-17230,Lycoris Saunders,Consumer,Tlalnepantla,México,Mexico,,North
GD-14590,Giulietta Dortch,Corporate,Sydney,New South Wales,Australia,,Oceania
EB-13750,Edward Becker,Corporate,Singapore,Singapore,Singapore,,Southeast Asia
KH-6360,Katherine Hughes,Consumer,Nairobi,Nairobi,Kenya,,Africa
BF-11275,Beth Fritzler,Corporate,La Romana,La Romana,Dominican Republic,,Caribbean
NG-18430,Nathan Gelder,Consumer,Cambridge,England,United Kingdom,,North
Co-12640,Corey-Lock,Consumer,Carora,Lara,Venezuela,,South
SF-20965,Sylvia Foulston,Corporate,Newcastle,New South Wales,Australia,,Oceania
KB-16405,Katrina Bavinger,Home Office,Dublin,Dublin,Ireland,,North
LC-16870,Lena Cacioppo,Consumer,Nice,Provence-Alpes-Côte d'Azur,France,,Central
JL-15505,Jeremy Lonsdale,Consumer,Mexico City,Distrito Federal,Mexico,,North
BD-11725,Bruce Degenhardt,Consumer,Mixco,Guatemala,Guatemala,,Central
TM-21010,Tamara Manning,Consumer,Trier,Rhineland-Palatinate,Germany,,Central
AB-150,Aimee Bixby,Consumer,Shiraz,Fars,Iran,,EMEA
BW-11065,Barry Weirich,Consumer,Cologne,North Rhine-Westphalia,Germany,,Central
FM-14380,Fred McMath,Consumer,Xinshi,Hubei,China,,North Asia
PC-8745,Pamela Coakley,Corporate,Sofia,Sofiya-Grad,Bulgaria,,EMEA
BN-1470,Brad Norvell,Corporate,Katowice,Silesia,Poland,,EMEA
AH-10120,Adrian Hane,Home Office,Culiacán,Sinaloa,Mexico,,North
LF-17185,Luke Foster,Consumer,San Antonio,Texas,United States,78207,Central
DJ-13630,Doug Jacobs,Consumer,Montenegro,Quindío,Colombia,,South
SJ-20125,Sanjit Jacobs,Home Office,Boulogne-Billancourt,Ile-de-France,France,,Central
ML-18265,Muhammed Lee,Consumer,Leipzig,Saxony,Germany,,Central
SF-10965,Sylvia Foulston,Corporate,Kermanshah,Kermanshah,Iran,,EMEA
PO-8865,Patrick O'Donnell,Consumer,Guelma,Guelma,Algeria,,Africa
MH-17290,Marc Harrigan,Home Office,Singapore,Singapore,Singapore,,Southeast Asia
NR-18550,Nick Radford,Consumer,Shantou,Guangdong,China,,North Asia
MK-17905,Michael Kennedy,Corporate,Rockford,Illinois,United States,61107,Central
DB-13660,Duane Benoit,Consumer,Nantes,Pays de la Loire,France,,Central
PH-18790,Patricia Hirasaki,Home Office,Wellington,Wellington,New Zealand,,Oceania
AB-10165,Alan Barnes,Consumer,Grenoble,Rhône-Alpes,France,,Central
CA-12055,Cathy Armstrong,Home Office,Castrop-Rauxel,North Rhine-Westphalia,Germany,,Central
JF-5295,Jason Fortune-,Consumer,Rasht,Gilan,Iran,,EMEA
KT-16465,Kean Takahito,Consumer,Glendale,Arizona,United States,85301,West
RB-9705,Roger Barcio,Home Office,Cairo,Al Qahirah,Egypt,,Africa
BD-1725,Bruce Degenhardt,Consumer,Ramat Aviv,Tel Aviv,Israel,,EMEA
EB-13705,Ed Braxton,Corporate,Paulista,Pernambuco,Brazil,,South
MG-17875,Michael Grace,Home Office,Wagga Wagga,New South Wales,Australia,,Oceania
MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon,France,,Central
AG-10270,Alejandro Grove,Consumer,Whangarei,Northland,New Zealand,,Oceania
NP-8685,Nora Pelletier,Home Office,Pretoria,Gauteng,South Africa,,Africa
AS-630,Ann Steele,Home Office,Lagos,Lagos,Nigeria,,Africa
SC-20680,Steve Carroll,Home Office,Ninghai,Shandong,China,,North Asia
MC-17590,Matt Collister,Corporate,Chimaltenango,Chimaltenango,Guatemala,,Central
TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada
HH-15010,Hilary Holden,Corporate,Nagpur,Maharashtra,India,,Central Asia
BT-11485,Brad Thomas,Home Office,El Prat de Llobregat,Catalonia,Spain,,South
EB-13870,Emily Burns,Consumer,Pematangsiantar,Sumatera Utara,Indonesia,,Southeast Asia
JP-15520,Jeremy Pistek,Consumer,San Francisco,California,United States,94110,West
CM-2115,Chad McGuire,Consumer,Cairo,Al Qahirah,Egypt,,Africa
EA-14035,Erin Ashbrook,Corporate,Monterrey,Nuevo León,Mexico,,North
FH-14350,Fred Harton,Consumer,Woking,England,United Kingdom,,North
BS-1800,Bryan Spruell,Home Office,Cape Town,Western Cape,South Africa,,Africa
AA-10375,Allen Armold,Consumer,Santa Catarina,Nuevo León,Mexico,,North
BN-11515,Bradley Nguyen,Consumer,Angers,Pays de la Loire,France,,Central
EG-3900,Emily Grady,Consumer,Annaba,Annaba,Algeria,,Africa
RE-19405,Ricardo Emerson,Consumer,San Salvador,San Salvador,El Salvador,,Central
ND-18460,Neil Ducich,Corporate,Managua,Managua,Nicaragua,,Central
TT-21460,Tonja Turnell,Home Office,Fort Worth,Texas,United States,76106,Central
ML-18040,Michelle Lonsdale,Corporate,Brisbane,Queensland,Australia,,Oceania
JL-5505,Jeremy Lonsdale,Consumer,Baghdad,Baghdad,Iraq,,EMEA
SP-20545,Sibella Parks,Corporate,Brisbane,Queensland,Australia,,Oceania
SF-10065,Sandra Flanagan,Consumer,Donets'k,Donetsk,Ukraine,,EMEA
AS-10045,Aaron Smayling,Corporate,Jacksonville,North Carolina,United States,28540,South
TT-11220,Thomas Thornton,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa
AH-10195,Alan Haines,Corporate,San Salvador,San Salvador,El Salvador,,Central
KH-6630,Ken Heidel,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA
AA-10645,Anna Andreadi,Consumer,Jakarta,Jakarta,Indonesia,,Southeast Asia
JL-15130,Jack Lebron,Consumer,Villeurbanne,Rhône-Alpes,France,,Central
KM-6375,Katherine Murray,Home Office,Chililabombwe,Copperbelt,Zambia,,Africa
LS-16975,Lindsay Shagiari,Home Office,Baltimore,Maryland,United States,21215,East
KL-16645,Ken Lonsdale,Consumer,Detroit,Michigan,United States,48205,Central
EH-14185,Evan Henry,Consumer,Schwerin,Mecklenburg-Vorpommern,Germany,,Central
KW-6570,Kelly Williams,Consumer,Brasov,Brasov,Romania,,EMEA
DB-3060,Dave Brooks,Consumer,Arbil,Arbil,Iraq,,EMEA
FA-14230,Frank Atkinson,Corporate,Dortmund,North Rhine-Westphalia,Germany,,Central
JF-15565,Jill Fjeld,Consumer,Munich,Bavaria,Germany,,Central
LO-7170,Lori Olson,Corporate,Nairobi,Nairobi,Kenya,,Africa
KB-6315,Karl Braun,Consumer,Makhachkala,Dagestan,Russia,,EMEA
BS-11755,Bruce Stewart,Consumer,Cairns,Queensland,Australia,,Oceania
RB-19465,Rick Bensley,Home Office,Devonport,Tasmania,Australia,,Oceania
HF-14995,Herbert Flentye,Consumer,Paris,Ile-de-France,France,,Central
MP-17965,Michael Paige,Corporate,Hanoi,Th? Dô Hà N?i,Vietnam,,Southeast Asia
JJ-15445,Jennifer Jackson,Consumer,Genk,Limburg,Belgium,,Central
LC-17140,Logan Currie,Consumer,New York City,New York,United States,10035,East
TT-11070,Ted Trevino,Consumer,Kumasi,Ashanti,Ghana,,Africa
BF-11020,Barry Französisch,Corporate,New York City,New York,United States,10024,East
ES-14080,Erin Smith,Corporate,Yunyang,Henan,China,,North Asia
FC-14335,Fred Chung,Corporate,Caloundra,Queensland,Australia,,Oceania
TS-21160,Theresa Swint,Corporate,Manila,National Capital,Philippines,,Southeast Asia
RE-9450,Richard Eichhorn,Consumer,Sakaka,Al Jawf,Saudi Arabia,,EMEA
JC-15340,Jasper Cacioppo,Consumer,Saint-Dizier,Champagne-Ardenne,France,,Central
MH-17785,Maya Herman,Corporate,Bandung,Jawa Barat,Indonesia,,Southeast Asia
RF-19840,Roy Französisch,Consumer,Cuttack,Odisha,India,,Central Asia
PG-18820,Patrick Gardner,Consumer,Xuzhou,Jiangsu,China,,North Asia
DO-13645,Doug O'Connell,Consumer,Bridgetown,Saint Michael,Barbados,,Caribbean
SC-10305,Sean Christensen,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,,Africa
TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,United States,85023,West
DR-12880,Dan Reichenbach,Corporate,New York City,New York,United States,10011,East
EB-3975,Erica Bern,Corporate,Dakar,Dakar,Senegal,,Africa
NS-8505,Neola Schneider,Consumer,Kano,Kano,Nigeria,,Africa
SF-20065,Sandra Flanagan,Consumer,Changzhou,Jiangsu,China,,North Asia
RA-19285,Ralph Arnett,Consumer,Puertollano,Castile-La Mancha,Spain,,South
LT-17110,Liz Thompson,Consumer,Hamburg,Hamburg,Germany,,Central
BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,United States,1841,East
AR-825,Anthony Rawles,Corporate,Fes,Fès-Boulemane,Morocco,,Africa
SD-20485,Shirley Daniels,Home Office,Ciego de Ávila,Ciego de Ávila,Cuba,,Caribbean
GW-4605,Giulietta Weimer,Consumer,Arkhangelsk,Arkhangel'sk,Russia,,EMEA
DB-13120,David Bremer,Corporate,Marion,Ohio,United States,43302,East
JC-5775,John Castell,Consumer,Nizhyn,Chernihiv,Ukraine,,EMEA
ND-8460,Neil Ducich,Corporate,Bamako,Bamako,Mali,,Africa
TC-11295,Toby Carlisle,Consumer,Montréal,Quebec,Canada,,Canada
DM-2955,Dario Medina,Corporate,Kharkiv,Kharkiv,Ukraine,,EMEA
PJ-9015,Pauline Johnson,Consumer,Dnipropetrovs'k,Dnipropetrovs'k,Ukraine,,EMEA
JH-5820,John Huston,Consumer,Ardabil,Ardabil,Iran,,EMEA
ME-18010,Michelle Ellison,Corporate,Paris,Ile-de-France,France,,Central
AH-10690,Anna Häberlin,Corporate,Sydney,New South Wales,Australia,,Oceania
RD-19660,Robert Dilbeck,Home Office,Tlalpan,Distrito Federal,Mexico,,North
CD-1980,Carol Darley,Consumer,Mahajanga,Boeny,Madagascar,,Africa
CL-2565,Clay Ludtke,Consumer,Saida,Saida,Algeria,,Africa
MO-7800,Meg O'Connel,Home Office,Arzgir,Stavropol',Russia,,EMEA
CR-2580,Clay Rozendal,Home Office,Alexandria,Al Iskandariyah,Egypt,,Africa
TC-10980,Tamara Chand,Corporate,Baku,Baki,Azerbaijan,,EMEA
RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA
CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111,South
CH-12070,Cathy Hwang,Home Office,Paris,Ile-de-France,France,,Central
JF-15355,Jay Fein,Consumer,Libourne,Aquitaine,France,,Central
AS-135,Adrian Shami,Home Office,Ashdod,Southern,Israel,,EMEA
SP-20620,Stefania Perrino,Corporate,Chittagong,Chittagong,Bangladesh,,Central Asia
EC-14050,Erin Creighton,Consumer,Pune,Maharashtra,India,,Central Asia
IG-5085,Ivan Gibson,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa
TB-21355,Todd Boyes,Corporate,Patrocínio,Minas Gerais,Brazil,,South
MH-17620,Matt Hagelstein,Corporate,San Francisco,California,United States,94110,West
GT-14755,Guy Thornton,Consumer,Tijuana,Baja California,Mexico,,North
DF-13135,David Flashing,Consumer,Slough,England,United Kingdom,,North
AS-240,Alan Shonely,Consumer,Tallinn,Harjumaa,Estonia,,EMEA
PG-8820,Patrick Gardner,Consumer,Chipata,Eastern,Zambia,,Africa
JS-6030,Joy Smith,Consumer,Yaounde,Centre,Cameroon,,Africa
SS-20590,Sonia Sunley,Consumer,Camagüey,Camagüey,Cuba,,Caribbean
CS-2490,Cindy Schnelling,Corporate,Ad Diwaniyah,Al Qadisiyah,Iraq,,EMEA
CM-2715,Craig Molinari,Corporate,Galati,Galati,Romania,,EMEA
BM-1140,Becky Martin,Consumer,Kharkiv,Kharkiv,Ukraine,,EMEA
RD-19720,Roger Demir,Consumer,Bry-sur-Marne,Ile-de-France,France,,Central
LD-17005,Lisa DeCherney,Consumer,New York City,New York,United States,10011,East
EB-3705,Ed Braxton,Corporate,Benghazi,Banghazi,Libya,,Africa
RH-19555,Ritsa Hightower,Consumer,Bacoor,Calabarzon,Philippines,,Southeast Asia
JP-6135,Julie Prescott,Home Office,Tabuk,Tabuk,Saudi Arabia,,EMEA
PB-9210,Phillip Breyer,Corporate,Bene Beraq,Tel Aviv,Israel,,EMEA
LC-16960,Lindsay Castell,Home Office,San Diego,California,United States,92037,West
JC-15385,Jenna Caffey,Consumer,London,England,United Kingdom,,North
IL-15100,Ivan Liston,Consumer,Columbus,Indiana,United States,47201,Central
SW-10245,Scot Wooten,Consumer,Roodepoort,Gauteng,South Africa,,Africa
CP-2340,Christine Phan,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa
NS-18640,Noel Staavos,Corporate,Christchurch,Canterbury,New Zealand,,Oceania
TR-21325,Toby Ritter,Consumer,José Bonifácio,São Paulo,Brazil,,South
NF-8385,Natalie Fritzler,Consumer,Lusaka,Lusaka,Zambia,,Africa
TZ-21580,Tracy Zic,Consumer,Leeds,England,United Kingdom,,North
TB-11055,Ted Butterfield,Consumer,Basra,Al Basrah,Iraq,,EMEA
AJ-10795,Anthony Johnson,Corporate,Apple Valley,California,United States,92307,West
GH-14485,Gene Hale,Corporate,Richardson,Texas,United States,75080,Central
AG-10300,Aleksandra Gannaway,Corporate,Auckland,Auckland,New Zealand,,Oceania
EH-3945,Eric Hoffmann,Consumer,Cape Town,Western Cape,South Africa,,Africa
JD-6150,Justin Deggeller,Corporate,Cape Town,Western Cape,South Africa,,Africa
KH-16360,Katherine Hughes,Consumer,Louisville,Kentucky,United States,40214,South
JB-6045,Julia Barnett,Home Office,Kharkiv,Kharkiv,Ukraine,,EMEA
AH-585,Angele Hood,Consumer,Mashhad,Razavi Khorasan,Iran,,EMEA
MS-7530,MaryBeth Skach,Consumer,Antananarivo,Analamanga,Madagascar,,Africa
HA-14905,Helen Abelman,Consumer,Manila,National Capital,Philippines,,Southeast Asia
JG-15310,Jason Gross,Corporate,Denpasar,Bali,Indonesia,,Southeast Asia
CD-1920,Carlos Daly,Consumer,Mabopane,Gauteng,South Africa,,Africa
TC-21535,Tracy Collins,Home Office,Alice Springs,Northern Territory,Australia,,Oceania
PB-9105,Peter Bühler,Consumer,Ufa,Bashkortostan,Russia,,EMEA
AR-10405,Allen Rosenblatt,Corporate,Franklin,Massachusetts,United States,2038,East
NK-18490,Neil Knudson,Home Office,Brisbane,Queensland,Australia,,Oceania
MG-7695,Maureen Gnade,Consumer,Mecca,Makkah,Saudi Arabia,,EMEA
AJ-10945,Ashley Jarboe,Consumer,Reynosa,Tamaulipas,Mexico,,North
RS-19420,Ricardo Sperren,Corporate,Seattle,Washington,United States,98115,West
SC-20770,Stewart Carmichael,Corporate,Philadelphia,Pennsylvania,United States,19134,East
LM-17065,Liz MacKendrick,Consumer,Jiaozuo,Henan,China,,North Asia
DP-13000,Darren Powers,Consumer,Kuala Lumpur,Kuala Lumpur,Malaysia,,Southeast Asia
RD-9660,Robert Dilbeck,Home Office,Al Mahallah al Kubra,Al Gharbiyah,Egypt,,Africa
LB-16735,Larry Blacks,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,,Caribbean
MZ-17515,Mary Zewe,Corporate,Landskrona,Skåne,Sweden,,North
ER-3855,Elpida Rittenbach,Corporate,Budapest,Budapest,Hungary,,EMEA
MS-17710,Maurice Satty,Consumer,Bath,England,United Kingdom,,North
LC-6960,Lindsay Castell,Home Office,Lome,Maritime,Togo,,Africa
GZ-14545,George Zrebassa,Corporate,Palaiseau,Ile-de-France,France,,Central
JK-5625,Jim Karlsson,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa
JJ-15760,Joel Jenkins,Home Office,Montreuil,Ile-de-France,France,,Central
CA-2265,Christina Anderson,Consumer,Sofia,Sofiya-Grad,Bulgaria,,EMEA
CC-2220,Chris Cortes,Consumer,Toronto,Ontario,Canada,,Canada
KL-6555,Kelly Lampkin,Corporate,Hurghada,Al Bahr Al Ahmar,Egypt,,Africa
CS-2175,Charles Sheldon,Corporate,Arusha,Arusha,Tanzania,,Africa
KL-16555,Kelly Lampkin,Corporate,Greensboro,North Carolina,United States,27405,South
RD-9810,Ross DeVincentis,Home Office,Nouakchott,Nouakchott,Mauritania,,Africa
AJ-945,Ashley Jarboe,Consumer,Saint-Louis,Saint-Louis,Senegal,,Africa
CC-2685,Craig Carroll,Consumer,George,Western Cape,South Africa,,Africa
LO-17170,Lori Olson,Corporate,Sindelfingen,Baden-Württemberg,Germany,,Central
DE-13255,Deanra Eno,Home Office,Villa Nueva,Guatemala,Guatemala,,Central
RF-9345,Randy Ferguson,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA
SC-20020,Sam Craven,Consumer,Douai,Nord-Pas-de-Calais,France,,Central
DW-13585,Dorothy Wardle,Corporate,Fukuyama,Hiroshima,Japan,,North Asia
EM-4065,Erin Mull,Consumer,Yaounde,Centre,Cameroon,,Africa
TD-20995,Tamara Dahlen,Consumer,San Diego,California,United States,92037,West
BD-11320,Bill Donatelli,Consumer,San Francisco,California,United States,94110,West
CW-11905,Carl Weiss,Home Office,Glasgow,Scotland,United Kingdom,,North
CK-2325,Christine Kargatis,Home Office,Basra,Al Basrah,Iraq,,EMEA
BP-11095,Bart Pistole,Corporate,Karlstad,Värmland,Sweden,,North
DV-3465,Dianna Vittorini,Consumer,Karbala',Karbala',Iraq,,EMEA
MY-7380,Maribeth Yedwab,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA
PB-9150,Philip Brown,Consumer,Hrodna,Hrodna,Belarus,,EMEA
AG-10390,Allen Goldenen,Consumer,Wollongong,New South Wales,Australia,,Oceania
KW-16570,Kelly Williams,Consumer,Wigan,England,United Kingdom,,North
JF-5190,Jamie Frazer,Consumer,Beykoz,Istanbul,Turkey,,EMEA
GB-14575,Giulietta Baptist,Consumer,Columbia,South Carolina,United States,29203,South
MR-7545,Mathew Reese,Home Office,Mbandaka,Equateur,Democratic Republic of the Congo,,Africa
MO-17950,Michael Oakman,Consumer,Rome,Lazio,Italy,,South
TA-11385,Tom Ashbrook,Home Office,Lusaka,Lusaka,Zambia,,Africa
JM-5655,Jim Mitchum,Corporate,Nzerekore,Nzérékoré,Guinea,,Africa
JS-5880,John Stevenson,Consumer,Zaria,Kaduna,Nigeria,,Africa
HP-14815,Harold Pawlan,Home Office,New York City,New York,United States,10024,East
CS-12400,Christopher Schild,Home Office,Bogotá,Bogota,Colombia,,South
DE-3255,Deanra Eno,Home Office,Shumen,Shumen,Bulgaria,,EMEA
JD-6015,Joy Daniels,Consumer,Kaduna,Kaduna,Nigeria,,Africa
CR-2730,Craig Reiter,Consumer,Cairo,Al Qahirah,Egypt,,Africa
RC-9960,Ryan Crowe,Consumer,Oran,Oran,Algeria,,Africa
AO-10810,Anthony O'Donnell,Corporate,Doncaster,England,United Kingdom,,North
TB-11250,Tim Brockman,Consumer,Kigali,Kigali,Rwanda,,Africa
RA-9285,Ralph Arnett,Consumer,Adana,Adana,Turkey,,EMEA
MG-8205,Mitch Gastineau,Corporate,Cape Town,Western Cape,South Africa,,Africa
MY-8295,Muhammed Yedwab,Corporate,Al Mahallah al Kubra,Al Gharbiyah,Egypt,,Africa
SR-20425,Sharelle Roach,Home Office,Augsburg,Bavaria,Germany,,Central
BT-1530,Bradley Talbott,Home Office,North York,Ontario,Canada,,Canada
LS-7245,Lynn Smith,Consumer,Atakpame,Plateaux,Togo,,Africa
AB-10255,Alejandro Ballentine,Home Office,Hanoi,Th? Dô Hà N?i,Vietnam,,Southeast Asia
TH-21115,Thea Hudgings,Corporate,Kuala Lumpur,Kuala Lumpur,Malaysia,,Southeast Asia
LC-6885,Lena Creighton,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa
AC-660,Anna Chung,Consumer,Foumban,Ouest,Cameroon,,Africa
EM-14095,Eudokia Martin,Corporate,Versailles,Ile-de-France,France,,Central
BO-11350,Bill Overfelt,Corporate,Bangalore,Karnataka,India,,Central Asia
DM-3015,Darrin Martin,Consumer,Borujerd,Lorestan,Iran,,EMEA
DD-13570,Dorothy Dickinson,Consumer,Turin,Piedmont,Italy,,South
KN-16705,Kristina Nunn,Home Office,Sydney,New South Wales,Australia,,Oceania
HM-14980,Henry MacAllister,Consumer,Los Angeles,California,United States,90008,West
FM-4215,Filia McAdams,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa
JO-15145,Jack O'Briant,Corporate,Kita-ku,Osaka,Japan,,North Asia
TC-11535,Tracy Collins,Home Office,Likasi,Katanga,Democratic Republic of the Congo,,Africa
JK-15205,Jamie Kunitz,Consumer,Arlington,Virginia,United States,22204,South
DA-3450,Dianna Arnett,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa
DB-12910,Daniel Byrd,Home Office,Bradford,England,United Kingdom,,North
EH-4005,Erica Hernandez,Home Office,Dakar,Dakar,Senegal,,Africa
DN-13690,Duane Noonan,Consumer,Ananindeua,Pará,Brazil,,South
AS-10135,Adrian Shami,Home Office,Nagercoil,Tamil Nadu,India,,Central Asia
MC-18130,Mike Caudle,Corporate,Comodoro Rivadavia,Chubut,Argentina,,South
MM-18280,Muhammed MacIntyre,Corporate,Bremen,Bremen,Germany,,Central
RL-9615,Rob Lucas,Consumer,Riyadh,Ar Riyad,Saudi Arabia,,EMEA
MA-7560,Matt Abelman,Home Office,Mamak,Ankara,Turkey,,EMEA
HG-4845,Harry Greene,Consumer,Zhytomyr,Zhytomyr,Ukraine,,EMEA
PB-8805,Patrick Bzostek,Home Office,Lublin,Lublin,Poland,,EMEA
RW-19630,Rob Williams,Corporate,San Francisco,California,United States,94122,West
BT-11440,Bobby Trafton,Consumer,Manila,National Capital,Philippines,,Southeast Asia
JC-5385,Jenna Caffey,Consumer,Kerman,Kerman,Iran,,EMEA
HR-4770,Hallie Redmond,Home Office,Jeddah,Makkah,Saudi Arabia,,EMEA
DB-3615,Doug Bickford,Consumer,Lusaka,Lusaka,Zambia,,Africa
JK-6120,Julie Kriz,Home Office,Gdansk,Pomerania,Poland,,EMEA
SW-20455,Shaun Weien,Consumer,Manukau City,Auckland,New Zealand,,Oceania
GH-4425,Gary Hwang,Consumer,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa
GB-4575,Giulietta Baptist,Consumer,Johannesburg,Gauteng,South Africa,,Africa
PA-19060,Pete Armstrong,Home Office,Halle,Saxony-Anhalt,Germany,,Central
CA-2775,Cynthia Arntzen,Consumer,Pretoria,Gauteng,South Africa,,Africa
CV-12295,Christina VanderZanden,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,,Caribbean
PO-9180,Philisse Overcash,Home Office,Kaduna,Kaduna,Nigeria,,Africa
NC-18535,Nick Crebassa,Corporate,Monterrey,Nuevo León,Mexico,,North
GZ-4470,Gary Zandusky,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,,Africa
AM-360,Alice McCarthy,Corporate,Ulan Bator,Ulaanbaatar,Mongolia,,EMEA
AA-480,Andrew Allen,Consumer,Toronto,Ontario,Canada,,Canada
TB-21595,Troy Blackwell,Consumer,Madrid,Madrid,Spain,,South
KH-16630,Ken Heidel,Corporate,Dresden,Saxony,Germany,,Central
TS-21655,Trudy Schmidt,Consumer,El Paso,Texas,United States,79907,Central
CD-11980,Carol Darley,Consumer,Tours,Centre,France,,Central
DB-13360,Dennis Bolton,Home Office,Araçatuba,São Paulo,Brazil,,South
SK-9990,Sally Knutson,Consumer,Vienna,Vienna,Austria,,EMEA
PT-19090,Pete Takahito,Consumer,Aschaffenburg,Bavaria,Germany,,Central
EH-13990,Erica Hackney,Consumer,Pune,Maharashtra,India,,Central Asia
ME-17725,Max Engle,Consumer,Dallas,Texas,United States,75220,Central
ZD-21925,Zuschuss Donatelli,Consumer,Madero,Tamaulipas,Mexico,,North
MW-8235,Mitch Willingham,Corporate,Kramators'k,Donetsk,Ukraine,,EMEA
BP-11050,Barry Pond,Corporate,London,England,United Kingdom,,North
RC-19960,Ryan Crowe,Consumer,Ashford,England,United Kingdom,,North
PN-8775,Parhena Norris,Home Office,Bouake,Vallee Du Bandama,Cote d'Ivoire,,Africa
CB-12535,Claudia Bergmann,Corporate,Foggia,Apulia,Italy,,South
